Business Line (group),Business Line,Date Prefix,Adjustments Outcome,No-Adjustments Value,Date,Date (group),Description1,Revenue and Expense Type,Year,Value
LIRR,Long Island Rail Road,,-24.184,-24.184,1/1/2013, ,Reimbursable Overhead,Labor Expense,2013,-24.184
LIRR,Long Island Rail Road,,427.0846556,427.0846556,1/1/2013, ,Total CRR Debt Service,Debt Service,2013,427.0846556
LIRR,Long Island Rail Road,,6.459,6.459,1/1/2014, ,Claims,Non-labor Expense,2014,6.459
LIRR,Long Island Rail Road,,101.726,101.726,1/1/2014, ,Electric Power,Non-labor Expense,2014,101.726
LIRR,Long Island Rail Road,,27.766,27.766,1/1/2014, ,Fuel,Non-labor Expense,2014,27.766
LIRR,Long Island Rail Road,,92.372,92.372,1/1/2014, ,Health and Welfare,Labor Expense,2014,92.372
LIRR,Long Island Rail Road,,23.378,23.378,1/1/2014, ,Insurance,Non-labor Expense,2014,23.378
LIRR,Long Island Rail Road,,62.379,62.379,1/1/2014, ,Maintenance and Other Operating Contracts,Non-labor Expense,2014,62.379
LIRR,Long Island Rail Road,,105.335,105.335,1/1/2014, ,Materials and Supplies,Non-labor Expense,2014,105.335
LIRR,Long Island Rail Road,,56.655,56.655,1/1/2014, ,OPEB Current Payment,Labor Expense,2014,56.655
LIRR,Long Island Rail Road,,9.825,9.825,1/1/2014, ,Other Business Expenses,Non-labor Expense,2014,9.825
LIRR,Long Island Rail Road,,117.951,117.951,1/1/2014, ,Other Fringe Benefits,Labor Expense,2014,117.951
LIRR,Long Island Rail Road,,125.497,125.497,1/1/2014, ,Overtime,Labor Expense,2014,125.497
LIRR,Long Island Rail Road,,547.678,547.678,1/1/2014, ,Payroll,Labor Expense,2014,547.678
LIRR,Long Island Rail Road,,177.707,177.707,1/1/2014, ,Pensions,Labor Expense,2014,177.707
LIRR,Long Island Rail Road,,26.008,26.008,1/1/2014, ,Professional Service Contracts,Non-labor Expense,2014,26.008
LIRR,Long Island Rail Road,,-28.252,-28.252,1/1/2014, ,Reimbursable Overhead,Labor Expense,2014,-28.252
LIRR,Long Island Rail Road,,410.0741778,410.0741778,1/1/2014, ,Total CRR Debt Service,Debt Service,2014,410.0741778
LIRR,Long Island Rail Road,,6.531,6.531,1/1/2015, ,Claims,Non-labor Expense,2015,6.531
LIRR,Long Island Rail Road,,92.041,92.041,1/1/2015, ,Electric Power,Non-labor Expense,2015,92.041
LIRR,Long Island Rail Road,,17.669,17.669,1/1/2015, ,Fuel,Non-labor Expense,2015,17.669
LIRR,Long Island Rail Road,,83.473,83.473,1/1/2015, ,Health and Welfare,Labor Expense,2015,83.473
LIRR,Long Island Rail Road,,21.948,21.948,1/1/2015, ,Insurance,Non-labor Expense,2015,21.948
LIRR,Long Island Rail Road,,62.04,62.04,1/1/2015, ,Maintenance and Other Operating Contracts,Non-labor Expense,2015,62.04
LIRR,Long Island Rail Road,,119.661,119.661,1/1/2015, ,Materials and Supplies,Non-labor Expense,2015,119.661
LIRR,Long Island Rail Road,,56.685,56.685,1/1/2015, ,OPEB Current Payment,Labor Expense,2015,56.685
LIRR,Long Island Rail Road,,14.003,14.003,1/1/2015, ,Other Business Expenses,Non-labor Expense,2015,14.003
LIRR,Long Island Rail Road,,126.05,126.05,1/1/2015, ,Other Fringe Benefits,Labor Expense,2015,126.05
LIRR,Long Island Rail Road,,117.454,117.454,1/1/2015, ,Overtime,Labor Expense,2015,117.454
LIRR,Long Island Rail Road,,486.079,486.079,1/1/2015, ,Payroll,Labor Expense,2015,486.079
LIRR,Long Island Rail Road,,135.453,135.453,1/1/2015, ,Pensions,Labor Expense,2015,135.453
LIRR,Long Island Rail Road,,62.514,62.514,1/1/2015, ,Professional Service Contracts,Non-labor Expense,2015,62.514
LIRR,Long Island Rail Road,,-46.548,-46.548,1/1/2015, ,Reimbursable Overhead,Labor Expense,2015,-46.548
LIRR,Long Island Rail Road,,436.1681862,436.1681862,1/1/2015, ,Total CRR Debt Service,Debt Service,2015,436.1681862
LIRR,Long Island Rail Road,,16.588,16.588,1/1/2016, ,Claims,Non-labor Expense,2016,16.588
LIRR,Long Island Rail Road,,77.567,77.567,1/1/2016, ,Electric Power,Non-labor Expense,2016,77.567
LIRR,Long Island Rail Road,,14.305,14.305,1/1/2016, ,Fuel,Non-labor Expense,2016,14.305
LIRR,Long Island Rail Road,,95.788,95.788,1/1/2016, ,Health and Welfare,Labor Expense,2016,95.788
LIRR,Long Island Rail Road,,22.69,22.69,1/1/2016, ,Insurance,Non-labor Expense,2016,22.69
LIRR,Long Island Rail Road,,63.924,63.924,1/1/2016, ,Maintenance and Other Operating Contracts,Non-labor Expense,2016,63.924
LIRR,Long Island Rail Road,,128.537,128.537,1/1/2016, ,Materials and Supplies,Non-labor Expense,2016,128.537
LIRR,Long Island Rail Road,,57.982,57.982,1/1/2016, ,OPEB Current Payment,Labor Expense,2016,57.982
LIRR,Long Island Rail Road,,16.246,16.246,1/1/2016, ,Other Business Expenses,Non-labor Expense,2016,16.246
LIRR,Long Island Rail Road,,124.606,124.606,1/1/2016, ,Other Fringe Benefits,Labor Expense,2016,124.606
LIRR,Long Island Rail Road,,122.256,122.256,1/1/2016, ,Overtime,Labor Expense,2016,122.256
LIRR,Long Island Rail Road,,506.029,506.029,1/1/2016, ,Payroll,Labor Expense,2016,506.029
LIRR,Long Island Rail Road,,138.326,138.326,1/1/2016, ,Pensions,Labor Expense,2016,138.326
LIRR,Long Island Rail Road,,25.8,25.8,1/1/2016, ,Professional Service Contracts,Non-labor Expense,2016,25.8
LIRR,Long Island Rail Road,,-34.392,-34.392,1/1/2016, ,Reimbursable Overhead,Labor Expense,2016,-34.392
LIRR,Long Island Rail Road,,447.8073403,447.8073403,1/1/2016, ,Total CRR Debt Service,Debt Service,2016,447.8073403
LIRR,Long Island Rail Road,,18.301,18.301,1/1/2017, ,Claims,Non-labor Expense,2017,18.301
LIRR,Long Island Rail Road,,84.769,84.769,1/1/2017, ,Electric Power,Non-labor Expense,2017,84.769
LIRR,Long Island Rail Road,,16.253,16.253,1/1/2017, ,Fuel,Non-labor Expense,2017,16.253
LIRR,Long Island Rail Road,,100.334,100.334,1/1/2017, ,Health and Welfare,Labor Expense,2017,100.334
LIRR,Long Island Rail Road,,20.524,20.524,1/1/2017, ,Insurance,Non-labor Expense,2017,20.524
LIRR,Long Island Rail Road,,90.287,90.287,1/1/2017, ,Maintenance and Other Operating Contracts,Non-labor Expense,2017,90.287
LIRR,Long Island Rail Road,,121.812,121.812,1/1/2017, ,Materials and Supplies,Non-labor Expense,2017,121.812
LIRR,Long Island Rail Road,,59.822,59.822,1/1/2017, ,OPEB Current Payment,Labor Expense,2017,59.822
LIRR,Long Island Rail Road,,25.684,25.684,1/1/2017, ,Other Business Expenses,Non-labor Expense,2017,25.684
LIRR,Long Island Rail Road,,128.237,128.237,1/1/2017, ,Other Fringe Benefits,Labor Expense,2017,128.237
LIRR,Long Island Rail Road,,131.604,131.604,1/1/2017, ,Overtime,Labor Expense,2017,131.604
LIRR,Long Island Rail Road,,501.665,501.665,1/1/2017, ,Payroll,Labor Expense,2017,501.665
LIRR,Long Island Rail Road,,142.354,142.354,1/1/2017, ,Pensions,Labor Expense,2017,142.354
LIRR,Long Island Rail Road,,35.779,35.779,1/1/2017, ,Professional Service Contracts,Non-labor Expense,2017,35.779
LIRR,Long Island Rail Road,,-46.506,-46.506,1/1/2017, ,Reimbursable Overhead,Labor Expense,2017,-46.506
LIRR,Long Island Rail Road,,460.5641974,460.5641974,1/1/2017, ,Total CRR Debt Service,Debt Service,2017,460.5641974
LIRR,Long Island Rail Road,Mid-year forecast,13.505,13.505,1/1/2018, ,Claims,Non-labor Expense,2018,13.505
LIRR,Long Island Rail Road,Mid-year forecast,88.946,88.946,1/1/2018, ,Electric Power,Non-labor Expense,2018,88.946
LIRR,Long Island Rail Road,Mid-year forecast,21.068,21.068,1/1/2018, ,Fuel,Non-labor Expense,2018,21.068
LIRR,Long Island Rail Road,Mid-year forecast,107.952,107.952,1/1/2018, ,Health and Welfare,Labor Expense,2018,107.952
LIRR,Long Island Rail Road,Mid-year forecast,19.88,19.88,1/1/2018, ,Insurance,Non-labor Expense,2018,19.88
LIRR,Long Island Rail Road,Mid-year forecast,73.056,73.056,1/1/2018, ,Maintenance and Other Operating Contracts,Non-labor Expense,2018,73.056
LIRR,Long Island Rail Road,Mid-year forecast,136.464,136.464,1/1/2018, ,Materials and Supplies,Non-labor Expense,2018,136.464
LIRR,Long Island Rail Road,Mid-year forecast,61.676,61.676,1/1/2018, ,OPEB Current Payment,Labor Expense,2018,61.676
LIRR,Long Island Rail Road,Mid-year forecast,14.178,14.178,1/1/2018, ,Other Business Expenses,Non-labor Expense,2018,14.178
LIRR,Long Island Rail Road,Mid-year forecast,151.612,151.612,1/1/2018, ,Other Fringe Benefits,Labor Expense,2018,151.612
LIRR,Long Island Rail Road,Mid-year forecast,151.021,151.021,1/1/2018, ,Overtime,Labor Expense,2018,151.021
LIRR,Long Island Rail Road,Mid-year forecast,536.064,536.064,1/1/2018, ,Payroll,Labor Expense,2018,536.064
LIRR,Long Island Rail Road,Mid-year forecast,123.361,123.361,1/1/2018, ,Pensions,Labor Expense,2018,123.361
LIRR,Long Island Rail Road,Mid-year forecast,46.658,46.658,1/1/2018, ,Professional Service Contracts,Non-labor Expense,2018,46.658
LIRR,Long Island Rail Road,Mid-year forecast,-54.575,-54.575,1/1/2018, ,Reimbursable Overhead,Labor Expense,2018,-54.575
LIRR,Long Island Rail Road,Mid-year forecast,469.8271149,469.8271149,1/1/2018, ,Total CRR Debt Service,Debt Service,2018,469.8271149
LIRR,Long Island Rail Road,Preliminary budget,6.894,6.894,1/1/2019,Projected,Claims,Non-labor Expense,2019,6.894
LIRR,Long Island Rail Road,Preliminary budget,81.539,81.539,1/1/2019,Projected,Electric Power,Non-labor Expense,2019,81.539
LIRR,Long Island Rail Road,Preliminary budget,23.588,23.588,1/1/2019,Projected,Fuel,Non-labor Expense,2019,23.588
LIRR,Long Island Rail Road,Preliminary budget,117.311,117.311,1/1/2019,Projected,Health and Welfare,Labor Expense,2019,117.311
LIRR,Long Island Rail Road,Preliminary budget,20.494,20.494,1/1/2019,Projected,Insurance,Non-labor Expense,2019,20.494
LIRR,Long Island Rail Road,Preliminary budget,81.297,81.297,1/1/2019,Projected,Maintenance and Other Operating Contracts,Non-labor Expense,2019,81.297
LIRR,Long Island Rail Road,Preliminary budget,166.96,166.96,1/1/2019,Projected,Materials and Supplies,Non-labor Expense,2019,166.96
LIRR,Long Island Rail Road,Preliminary budget,66.368,66.368,1/1/2019,Projected,OPEB Current Payment,Labor Expense,2019,66.368
LIRR,Long Island Rail Road,Preliminary budget,20.611,20.611,1/1/2019,Projected,Other Business Expenses,Non-labor Expense,2019,20.611
LIRR,Long Island Rail Road,Preliminary budget,149.166,149.166,1/1/2019,Projected,Other Fringe Benefits,Labor Expense,2019,149.166
LIRR,Long Island Rail Road,Preliminary budget,153.946,153.946,1/1/2019,Projected,Overtime,Labor Expense,2019,153.946
LIRR,Long Island Rail Road,Preliminary budget,583.098,583.098,1/1/2019,Projected,Payroll,Labor Expense,2019,583.098
LIRR,Long Island Rail Road,Preliminary budget,134.945,134.945,1/1/2019,Projected,Pensions,Labor Expense,2019,134.945
LIRR,Long Island Rail Road,Preliminary budget,42.658,42.658,1/1/2019,Projected,Professional Service Contracts,Non-labor Expense,2019,42.658
LIRR,Long Island Rail Road,Preliminary budget,-32.259,-32.259,1/1/2019,Projected,Reimbursable Overhead,Labor Expense,2019,-32.259
LIRR,Long Island Rail Road,Preliminary budget,502.1427249,502.1427249,1/1/2019,Projected,Total CRR Debt Service,Debt Service,2019,502.1427249
LIRR,Long Island Rail Road,Projected,4.546,4.546,1/1/2020,Projected,Claims,Non-labor Expense,2020,4.546
LIRR,Long Island Rail Road,Projected,89.4,89.4,1/1/2020,Projected,Electric Power,Non-labor Expense,2020,89.4
LIRR,Long Island Rail Road,Projected,20.733,20.733,1/1/2020,Projected,Fuel,Non-labor Expense,2020,20.733
LIRR,Long Island Rail Road,Projected,135.882,135.882,1/1/2020,Projected,Health and Welfare,Labor Expense,2020,135.882
LIRR,Long Island Rail Road,Projected,23.088,23.088,1/1/2020,Projected,Insurance,Non-labor Expense,2020,23.088
LIRR,Long Island Rail Road,Projected,83.802,83.802,1/1/2020,Projected,Maintenance and Other Operating Contracts,Non-labor Expense,2020,83.802
LIRR,Long Island Rail Road,Projected,172.183,172.183,1/1/2020,Projected,Materials and Supplies,Non-labor Expense,2020,172.183
LIRR,Long Island Rail Road,Projected,74.468,74.468,1/1/2020,Projected,OPEB Current Payment,Labor Expense,2020,74.468
LIRR,Long Island Rail Road,Projected,21.075,21.075,1/1/2020,Projected,Other Business Expenses,Non-labor Expense,2020,21.075
LIRR,Long Island Rail Road,Projected,156.137,156.137,1/1/2020,Projected,Other Fringe Benefits,Labor Expense,2020,156.137
LIRR,Long Island Rail Road,Projected,147.358,147.358,1/1/2020,Projected,Overtime,Labor Expense,2020,147.358
LIRR,Long Island Rail Road,Projected,637.862,637.862,1/1/2020,Projected,Payroll,Labor Expense,2020,637.862
LIRR,Long Island Rail Road,Projected,149.744,149.744,1/1/2020,Projected,Pensions,Labor Expense,2020,149.744
LIRR,Long Island Rail Road,Projected,39.416,39.416,1/1/2020,Projected,Professional Service Contracts,Non-labor Expense,2020,39.416
LIRR,Long Island Rail Road,Projected,-18.811,-18.811,1/1/2020,Projected,Reimbursable Overhead,Labor Expense,2020,-18.811
LIRR,Long Island Rail Road,Projected,547.8743466,547.8743466,1/1/2020,Projected,Total CRR Debt Service,Debt Service,2020,547.8743466
LIRR,Long Island Rail Road,Projected,4.612,4.612,1/1/2021,Projected,Claims,Non-labor Expense,2021,4.612
LIRR,Long Island Rail Road,Projected,96.338,96.338,1/1/2021,Projected,Electric Power,Non-labor Expense,2021,96.338
LIRR,Long Island Rail Road,Projected,20.051,20.051,1/1/2021,Projected,Fuel,Non-labor Expense,2021,20.051
LIRR,Long Island Rail Road,Projected,148.129,148.129,1/1/2021,Projected,Health and Welfare,Labor Expense,2021,148.129
LIRR,Long Island Rail Road,Projected,25.585,25.585,1/1/2021,Projected,Insurance,Non-labor Expense,2021,25.585
LIRR,Long Island Rail Road,Projected,92.72,92.72,1/1/2021,Projected,Maintenance and Other Operating Contracts,Non-labor Expense,2021,92.72
LIRR,Long Island Rail Road,Projected,180.66,180.66,1/1/2021,Projected,Materials and Supplies,Non-labor Expense,2021,180.66
LIRR,Long Island Rail Road,Projected,78.101,78.101,1/1/2021,Projected,OPEB Current Payment,Labor Expense,2021,78.101
LIRR,Long Island Rail Road,Projected,22.063,22.063,1/1/2021,Projected,Other Business Expenses,Non-labor Expense,2021,22.063
LIRR,Long Island Rail Road,Projected,163.756,163.756,1/1/2021,Projected,Other Fringe Benefits,Labor Expense,2021,163.756
LIRR,Long Island Rail Road,Projected,162.233,162.233,1/1/2021,Projected,Overtime,Labor Expense,2021,162.233
LIRR,Long Island Rail Road,Projected,663.322,663.322,1/1/2021,Projected,Payroll,Labor Expense,2021,663.322
LIRR,Long Island Rail Road,Projected,156.59,156.59,1/1/2021,Projected,Pensions,Labor Expense,2021,156.59
LIRR,Long Island Rail Road,Projected,39.265,39.265,1/1/2021,Projected,Professional Service Contracts,Non-labor Expense,2021,39.265
LIRR,Long Island Rail Road,Projected,-18.268,-18.268,1/1/2021,Projected,Reimbursable Overhead,Labor Expense,2021,-18.268
LIRR,Long Island Rail Road,Projected,621.8696536,621.8696536,1/1/2021,Projected,Total CRR Debt Service,Debt Service,2021,621.8696536
LIRR,Long Island Rail Road,Projected,4.682,4.682,1/1/2022,Projected,Claims,Non-labor Expense,2022,4.682
LIRR,Long Island Rail Road,Projected,118.533,118.533,1/1/2022,Projected,Electric Power,Non-labor Expense,2022,118.533
LIRR,Long Island Rail Road,Projected,19.788,19.788,1/1/2022,Projected,Fuel,Non-labor Expense,2022,19.788
LIRR,Long Island Rail Road,Projected,156.199,156.199,1/1/2022,Projected,Health and Welfare,Labor Expense,2022,156.199
LIRR,Long Island Rail Road,Projected,27.917,27.917,1/1/2022,Projected,Insurance,Non-labor Expense,2022,27.917
LIRR,Long Island Rail Road,Projected,95.967,95.967,1/1/2022,Projected,Maintenance and Other Operating Contracts,Non-labor Expense,2022,95.967
LIRR,Long Island Rail Road,Projected,187.274,187.274,1/1/2022,Projected,Materials and Supplies,Non-labor Expense,2022,187.274
LIRR,Long Island Rail Road,Projected,82.312,82.312,1/1/2022,Projected,OPEB Current Payment,Labor Expense,2022,82.312
LIRR,Long Island Rail Road,Projected,21.761,21.761,1/1/2022,Projected,Other Business Expenses,Non-labor Expense,2022,21.761
LIRR,Long Island Rail Road,Projected,168.117,168.117,1/1/2022,Projected,Other Fringe Benefits,Labor Expense,2022,168.117
LIRR,Long Island Rail Road,Projected,167.848,167.848,1/1/2022,Projected,Overtime,Labor Expense,2022,167.848
LIRR,Long Island Rail Road,Projected,673.139,673.139,1/1/2022,Projected,Payroll,Labor Expense,2022,673.139
LIRR,Long Island Rail Road,Projected,150.327,150.327,1/1/2022,Projected,Pensions,Labor Expense,2022,150.327
LIRR,Long Island Rail Road,Projected,37.468,37.468,1/1/2022,Projected,Professional Service Contracts,Non-labor Expense,2022,37.468
LIRR,Long Island Rail Road,Projected,-16.91,-16.91,1/1/2022,Projected,Reimbursable Overhead,Labor Expense,2022,-16.91
LIRR,Long Island Rail Road,Projected,692.6790294,692.6790294,1/1/2022,Projected,Total CRR Debt Service,Debt Service,2022,692.6790294
LIRR,Long Island Rail Road,Projected,4.755,4.755,1/1/2023,Projected,Claims,Non-labor Expense,2023,4.755
LIRR,Long Island Rail Road,Projected,122.854,122.854,1/1/2023,Projected,Electric Power,Non-labor Expense,2023,122.854
LIRR,Long Island Rail Road,Projected,20.229,20.229,1/1/2023,Projected,Fuel,Non-labor Expense,2023,20.229
LIRR,Long Island Rail Road,Projected,165.199,165.199,1/1/2023,Projected,Health and Welfare,Labor Expense,2023,165.199
LIRR,Long Island Rail Road,Projected,30.54,30.54,1/1/2023,Projected,Insurance,Non-labor Expense,2023,30.54
LIRR,Long Island Rail Road,Projected,104.475,104.475,1/1/2023,Projected,Maintenance and Other Operating Contracts,Non-labor Expense,2023,104.475
LIRR,Long Island Rail Road,Projected,192.249,192.249,1/1/2023,Projected,Materials and Supplies,Non-labor Expense,2023,192.249
LIRR,Long Island Rail Road,Projected,87.391,87.391,1/1/2023,Projected,OPEB Current Payment,Labor Expense,2023,87.391
LIRR,Long Island Rail Road,Projected,22.085,22.085,1/1/2023,Projected,Other Business Expenses,Non-labor Expense,2023,22.085
LIRR,Long Island Rail Road,Projected,172.918,172.918,1/1/2023,Projected,Other Fringe Benefits,Labor Expense,2023,172.918
LIRR,Long Island Rail Road,Projected,171.854,171.854,1/1/2023,Projected,Overtime,Labor Expense,2023,171.854
LIRR,Long Island Rail Road,Projected,691.532,691.532,1/1/2023,Projected,Payroll,Labor Expense,2023,691.532
LIRR,Long Island Rail Road,Projected,146.449,146.449,1/1/2023,Projected,Pensions,Labor Expense,2023,146.449
LIRR,Long Island Rail Road,Projected,38.191,38.191,1/1/2023,Projected,Professional Service Contracts,Non-labor Expense,2023,38.191
LIRR,Long Island Rail Road,Projected,-17.596,-17.596,1/1/2023,Projected,Reimbursable Overhead,Labor Expense,2023,-17.596
LIRR,Long Island Rail Road,Projected,748.7701005,748.7701005,1/1/2023,Projected,Total CRR Debt Service,Debt Service,2023,748.7701005
MTA Bus,MTA Bus Company,,14.394,14.394,1/1/2010, ,Total MTA Bus Debt Service,Debt Service,2010,14.394
MTA Bus,MTA Bus Company,,33.558,33.558,1/1/2011, ,Claims,Non-labor Expense,2011,33.558
MTA Bus,MTA Bus Company,,0,0,1/1/2011, ,Electric Power,Non-labor Expense,2011,0
MTA Bus,MTA Bus Company,,40.596,40.596,1/1/2011, ,Fuel,Non-labor Expense,2011,40.596
MTA Bus,MTA Bus Company,,42.612,42.612,1/1/2011, ,Health and Welfare,Labor Expense,2011,42.612
MTA Bus,MTA Bus Company,,17.174,17.174,1/1/2011, ,Insurance,Non-labor Expense,2011,17.174
MTA Bus,MTA Bus Company,,25.031,25.031,1/1/2011, ,Maintenance and Other Operating Contracts,Non-labor Expense,2011,25.031
MTA Bus,MTA Bus Company,,31.84,31.84,1/1/2011, ,Materials and Supplies,Non-labor Expense,2011,31.84
MTA Bus,MTA Bus Company,,16.238,16.238,1/1/2011, ,OPEB Current Payment,Labor Expense,2011,16.238
MTA Bus,MTA Bus Company,,3.862,3.862,1/1/2011, ,Other Business Expenses,Non-labor Expense,2011,3.862
MTA Bus,MTA Bus Company,,29.878,29.878,1/1/2011, ,Other Fringe Benefits,Labor Expense,2011,29.878
MTA Bus,MTA Bus Company,,45.458,45.458,1/1/2011, ,Overtime,Labor Expense,2011,45.458
MTA Bus,MTA Bus Company,,0,0,1/1/2011, ,Paratransit Service Contracts,Non-labor Expense,2011,0
