Business Line (group),Business Line,Date Prefix,Expense Type Note,Adjustments Outcome,No-Adjustments Value,Date,Description1,Revenue and Expense Type,Year,Value
New York City Transit,Staten Island Railway,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",1.588,1.588,1/1/2010,Other Fringe Benefits,Labor Expense,2010,1.588
New York City Transit,Staten Island Railway,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",0,0,1/1/2010,Reimbursable Overhead,Labor Expense,2010,0
New York City Transit,Staten Island Railway,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.943,2.943,1/1/2010,Electric Power,Non-labor Expense,2010,2.943
New York City Transit,Staten Island Railway,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2010,Fuel,Non-labor Expense,2010,0
New York City Transit,Staten Island Railway,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.258,0.258,1/1/2010,Insurance,Non-labor Expense,2010,0.258
New York City Transit,Staten Island Railway,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0.021,0.021,1/1/2010,Claims,Non-labor Expense,2010,0.021
New York City Transit,Staten Island Railway,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2010,Paratransit Service Contracts,Non-labor Expense,2010,0
New York City Transit,Staten Island Railway,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",4.842,4.842,1/1/2010,Maintenance and Other Operating Contracts,Non-labor Expense,2010,4.842
B&T,Bridges and Tunnels,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",200.795,200.795,1/1/2010,Total B&T Debt Service,Debt Service,2010,200.795
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2011,Claims,Non-labor Expense,2011,0
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",6.178,6.178,1/1/2011,Electric Power,Non-labor Expense,2011,6.178
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",3.037,3.037,1/1/2011,Fuel,Non-labor Expense,2011,3.037
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",21.13,21.13,1/1/2011,Health and Welfare,Labor Expense,2011,21.13
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",4.812,4.812,1/1/2011,Insurance,Non-labor Expense,2011,4.812
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",91.35,91.35,1/1/2011,Maintenance and Other Operating Contracts,Non-labor Expense,2011,91.35
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",3.434,3.434,1/1/2011,Materials and Supplies,Non-labor Expense,2011,3.434
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",14.145,14.145,1/1/2011,OPEB Current Payment,Labor Expense,2011,14.145
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",24.113,24.113,1/1/2011,Other Business Expenses,Non-labor Expense,2011,24.113
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",15.666,15.666,1/1/2011,Other Fringe Benefits,Labor Expense,2011,15.666
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",18.601,18.601,1/1/2011,Overtime,Labor Expense,2011,18.601
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2011,Paratransit Service Contracts,Non-labor Expense,2011,0
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",117.515,117.515,1/1/2011,Payroll,Labor Expense,2011,117.515
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",26.665,26.665,1/1/2011,Pensions,Labor Expense,2011,26.665
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",17.744,17.744,1/1/2011,Professional Service Contracts,Non-labor Expense,2011,17.744
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-5.379,-5.379,1/1/2011,Reimbursable Overhead,Labor Expense,2011,-5.379
B&T,Bridges and Tunnels,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",212.521,212.521,1/1/2011,Total B&T Debt Service,Debt Service,2011,212.521
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2012,Claims,Non-labor Expense,2012,0
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",5.706,5.706,1/1/2012,Electric Power,Non-labor Expense,2012,5.706
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",3.198,3.198,1/1/2012,Fuel,Non-labor Expense,2012,3.198
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",22.171,22.171,1/1/2012,Health and Welfare,Labor Expense,2012,22.171
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",7.02,7.02,1/1/2012,Insurance,Non-labor Expense,2012,7.02
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",92.229,92.229,1/1/2012,Maintenance and Other Operating Contracts,Non-labor Expense,2012,92.229
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.413,2.413,1/1/2012,Materials and Supplies,Non-labor Expense,2012,2.413
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",13.988,13.988,1/1/2012,OPEB Current Payment,Labor Expense,2012,13.988
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",24.649,24.649,1/1/2012,Other Business Expenses,Non-labor Expense,2012,24.649
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",18.226,18.226,1/1/2012,Other Fringe Benefits,Labor Expense,2012,18.226
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",20.921,20.921,1/1/2012,Overtime,Labor Expense,2012,20.921
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2012,Paratransit Service Contracts,Non-labor Expense,2012,0
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",114.911,114.911,1/1/2012,Payroll,Labor Expense,2012,114.911
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",35.117,35.117,1/1/2012,Pensions,Labor Expense,2012,35.117
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",22.194,22.194,1/1/2012,Professional Service Contracts,Non-labor Expense,2012,22.194
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-4.758,-4.758,1/1/2012,Reimbursable Overhead,Labor Expense,2012,-4.758
B&T,Bridges and Tunnels,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",201.417,201.417,1/1/2012,Total B&T Debt Service,Debt Service,2012,201.417
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2013,Claims,Non-labor Expense,2013,0
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",6.942,6.942,1/1/2013,Electric Power,Non-labor Expense,2013,6.942
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.841,2.841,1/1/2013,Fuel,Non-labor Expense,2013,2.841
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",23.651,23.651,1/1/2013,Health and Welfare,Labor Expense,2013,23.651
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",10.482,10.482,1/1/2013,Insurance,Non-labor Expense,2013,10.482
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",100.657,100.657,1/1/2013,Maintenance and Other Operating Contracts,Non-labor Expense,2013,100.657
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",2.965,2.965,1/1/2013,Materials and Supplies,Non-labor Expense,2013,2.965
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",15.089,15.089,1/1/2013,OPEB Current Payment,Labor Expense,2013,15.089
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",28.72,28.72,1/1/2013,Other Business Expenses,Non-labor Expense,2013,28.72
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",17.71,17.71,1/1/2013,Other Fringe Benefits,Labor Expense,2013,17.71
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",19.046,19.046,1/1/2013,Overtime,Labor Expense,2013,19.046
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",0,0,1/1/2013,Paratransit Service Contracts,Non-labor Expense,2013,0
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",118.568,118.568,1/1/2013,Payroll,Labor Expense,2013,118.568
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",31.863,31.863,1/1/2013,Pensions,Labor Expense,2013,31.863
B&T,Bridges and Tunnels,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",36.206,36.206,1/1/2013,Professional Service Contracts,Non-labor Expense,2013,36.206
B&T,Bridges and Tunnels,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-5.235,-5.235,1/1/2013,Reimbursable Overhead,Labor Expense,2013,-5.235
